,chainId,sourceStage,destinationStage
20368,35,Part_0591,Manuf_0591
20369,35,Part_0592,Manuf_0592
20370,35,Part_0593,Manuf_0593
20371,35,Part_0594,Manuf_0594
20372,35,Part_0595,Manuf_0595
20373,35,Part_0596,Manuf_0596
20374,35,Part_0597,Manuf_0597
20375,35,Part_0598,Manuf_0598
20376,35,Part_0599,Manuf_0599
20377,35,Part_0600,Manuf_0600
20378,35,Part_0601,Manuf_0601
20379,35,Part_0602,Manuf_0602
20380,35,Part_0603,Manuf_0603
20381,35,Part_0604,Manuf_0604
20382,35,Part_0605,Manuf_0605
20383,35,Part_0606,Manuf_0606
20384,35,Part_0607,Manuf_0607
20385,35,Part_0608,Manuf_0608
20386,35,Part_0609,Manuf_0609
20387,35,Part_0610,Manuf_0610
20388,35,Part_0611,Manuf_0611
20389,35,Part_0612,Manuf_0612
20390,35,Part_0613,Manuf_0613
20391,35,Part_0614,Trans_0001
20392,35,Part_0615,Trans_0002
20393,35,Part_0616,Trans_0003
20394,35,Part_0617,Trans_0005
20395,35,Part_0618,Trans_0008
20396,35,Part_0619,Trans_0009
20397,35,Trans_0001,Manuf_0652
20398,35,Trans_0001,Manuf_0653
20399,35,Trans_0001,Manuf_0654
20400,35,Trans_0001,Manuf_0661
20401,35,Trans_0001,Manuf_0679
20402,35,Trans_0001,Manuf_0681
20403,35,Trans_0001,Manuf_0682
20404,35,Trans_0001,Manuf_0686
20405,35,Trans_0002,Manuf_0652
20406,35,Trans_0002,Manuf_0653
20407,35,Trans_0002,Manuf_0654
20408,35,Trans_0002,Manuf_0661
20409,35,Trans_0002,Manuf_0679
20410,35,Trans_0002,Manuf_0681
20411,35,Trans_0002,Manuf_0682
20412,35,Trans_0002,Manuf_0686
20413,35,Trans_0003,Manuf_0652
20414,35,Trans_0003,Manuf_0661
20415,35,Trans_0003,Manuf_0679
20416,35,Trans_0003,Manuf_0681
20417,35,Trans_0003,Manuf_0685
20418,35,Trans_0003,Manuf_0686
20419,35,Trans_0004,Manuf_0652
20420,35,Trans_0005,Manuf_0653
20421,35,Trans_0005,Manuf_0654
20422,35,Trans_0005,Manuf_0674
20423,35,Trans_0005,Manuf_0675
20424,35,Trans_0005,Manuf_0680
20425,35,Trans_0005,Manuf_0682
20426,35,Trans_0005,Manuf_0687
20427,35,Trans_0006,Manuf_0653
20428,35,Trans_0007,Manuf_0654
20429,35,Trans_0008,Manuf_0655
20430,35,Trans_0008,Manuf_0656
20431,35,Trans_0008,Manuf_0657
20432,35,Trans_0008,Manuf_0658
20433,35,Trans_0008,Manuf_0659
20434,35,Trans_0008,Manuf_0660
20435,35,Trans_0008,Manuf_0673
20436,35,Trans_0008,Manuf_0678
20437,35,Trans_0008,Manuf_0680
20438,35,Trans_0009,Manuf_0655
20439,35,Trans_0009,Manuf_0656
20440,35,Trans_0009,Manuf_0657
20441,35,Trans_0009,Manuf_0658
20442,35,Trans_0009,Manuf_0659
20443,35,Trans_0009,Manuf_0660
20444,35,Trans_0009,Manuf_0673
20445,35,Trans_0009,Manuf_0678
20446,35,Trans_0009,Manuf_0680
20447,35,Trans_0010,Manuf_0655
20448,35,Trans_0011,Manuf_0656
20449,35,Trans_0012,Manuf_0657
20450,35,Trans_0013,Manuf_0658
20451,35,Trans_0014,Manuf_0658
20452,35,Trans_0015,Manuf_0659
20453,35,Trans_0016,Manuf_0660
20454,35,Trans_0017,Manuf_0661
20455,35,Trans_0018,Manuf_0662
20456,35,Trans_0019,Manuf_0663
20457,35,Trans_0020,Manuf_0664
20458,35,Trans_0021,Manuf_0665
20459,35,Trans_0022,Manuf_0666
20460,35,Trans_0023,Manuf_0667
20461,35,Trans_0024,Manuf_0668
20462,35,Trans_0024,Manuf_0669
20463,35,Trans_0025,Manuf_0670
20464,35,Trans_0026,Manuf_0670
20465,35,Trans_0027,Manuf_0671
20466,35,Trans_0028,Manuf_0672
20467,35,Trans_0029,Manuf_0673
20468,35,Trans_0030,Manuf_0674
20469,35,Trans_0031,Manuf_0675
20470,35,Trans_0032,Manuf_0676
20471,35,Trans_0033,Manuf_0677
20472,35,Trans_0034,Manuf_0678
20473,35,Trans_0035,Manuf_0679
20474,35,Trans_0036,Manuf_0680
20475,35,Trans_0037,Manuf_0680
20476,35,Trans_0038,Manuf_0681
20477,35,Trans_0039,Manuf_0682
20478,35,Trans_0040,Manuf_0683
20479,35,Trans_0041,Manuf_0684
20480,35,Trans_0042,Manuf_0685
20481,35,Trans_0043,Manuf_0686
20482,35,Trans_0044,Manuf_0687
20483,36,Manuf_0001,Retail_0001
20484,36,Manuf_0002,Retail_0002
20485,36,Manuf_0003,Retail_0003
20486,36,Manuf_0004,Retail_0004
20487,36,Manuf_0005,Retail_0005
20488,36,Manuf_0006,Manuf_0654
20489,36,Manuf_0006,Manuf_0655
20490,36,Manuf_0006,Manuf_0657
20491,36,Manuf_0006,Manuf_0664
20492,36,Manuf_0006,Manuf_0666
20493,36,Manuf_0006,Manuf_0671
20494,36,Manuf_0006,Retail_0006
20495,36,Manuf_0007,Manuf_0658
20496,36,Manuf_0007,Manuf_0662
20497,36,Manuf_0007,Manuf_0663
20498,36,Manuf_0007,Retail_0007
20499,36,Manuf_0008,Manuf_0661
20500,36,Manuf_0008,Manuf_0665
20501,36,Manuf_0008,Manuf_0667
20502,36,Manuf_0008,Manuf_0672
20503,36,Manuf_0008,Retail_0008
20504,36,Manuf_0009,Manuf_0656
20505,36,Manuf_0009,Retail_0009
20506,36,Manuf_0010,Retail_0010
20507,36,Manuf_0011,Retail_0011
20508,36,Manuf_0012,Retail_0012
20509,36,Manuf_0013,Retail_0013
20510,36,Manuf_0014,Retail_0014
20511,36,Manuf_0015,Retail_0015
20512,36,Manuf_0016,Retail_0016
20513,36,Manuf_0017,Manuf_0659
20514,36,Manuf_0017,Manuf_0669
20515,36,Manuf_0017,Retail_0017
20516,36,Manuf_0018,Retail_0018
20517,36,Manuf_0019,Retail_0019
20518,36,Manuf_0020,Manuf_0660
20519,36,Manuf_0020,Retail_0020
20520,36,Manuf_0021,Retail_0021
20521,36,Manuf_0022,Retail_0022
20522,36,Manuf_0023,Retail_0023
20523,36,Manuf_0024,Manuf_0670
20524,36,Manuf_0024,Retail_0024
20525,36,Manuf_0025,Retail_0025
20526,36,Manuf_0026,Retail_0026
20527,36,Manuf_0027,Manuf_0668
20528,36,Manuf_0027,Retail_0027
20529,36,Manuf_0028,Retail_0028
20530,36,Manuf_0029,Retail_0029
20531,36,Manuf_0030,Retail_0030
20532,36,Manuf_0031,Retail_0031
20533,36,Manuf_0032,Retail_0032
20534,36,Manuf_0033,Retail_0033
20535,36,Manuf_0034,Manuf_0593
20536,36,Manuf_0034,Manuf_0616
20537,36,Manuf_0034,Manuf_0629
20538,36,Manuf_0034,Retail_0034
20539,36,Manuf_0035,Manuf_0594
20540,36,Manuf_0035,Manuf_0600
20541,36,Manuf_0035,Manuf_0602
20542,36,Manuf_0035,Manuf_0604
20543,36,Manuf_0035,Manuf_0607
20544,36,Manuf_0035,Manuf_0609
20545,36,Manuf_0035,Manuf_0611
20546,36,Manuf_0035,Manuf_0617
20547,36,Manuf_0035,Manuf_0618
20548,36,Manuf_0035,Manuf_0622
20549,36,Manuf_0035,Manuf_0634
20550,36,Manuf_0035,Manuf_0637
20551,36,Manuf_0035,Retail_0035
20552,36,Manuf_0036,Manuf_0592
20553,36,Manuf_0036,Manuf_0601
20554,36,Manuf_0036,Manuf_0608
20555,36,Manuf_0036,Manuf_0613
20556,36,Manuf_0036,Manuf_0619
20557,36,Manuf_0036,Manuf_0641
20558,36,Manuf_0036,Manuf_0642
20559,36,Manuf_0036,Retail_0036
20560,36,Manuf_0037,Retail_0037
20561,36,Manuf_0038,Manuf_0633
20562,36,Manuf_0038,Manuf_0639
20563,36,Manuf_0038,Manuf_0644
20564,36,Manuf_0038,Manuf_0650
20565,36,Manuf_0038,Retail_0038
20566,36,Manuf_0039,Manuf_0603
20567,36,Manuf_0039,Retail_0039
20568,36,Manuf_0040,Retail_0040
20569,36,Manuf_0041,Retail_0041
20570,36,Manuf_0042,Manuf_0598
20571,36,Manuf_0042,Manuf_0599
20572,36,Manuf_0042,Manuf_0612
20573,36,Manuf_0042,Manuf_0627
20574,36,Manuf_0042,Manuf_0631
20575,36,Manuf_0042,Manuf_0632
20576,36,Manuf_0042,Retail_0042
20577,36,Manuf_0043,Retail_0043
20578,36,Manuf_0044,Retail_0044
20579,36,Manuf_0045,Retail_0045
20580,36,Manuf_0046,Manuf_0588
20581,36,Manuf_0046,Manuf_0589
20582,36,Manuf_0046,Manuf_0595
20583,36,Manuf_0046,Manuf_0605
20584,36,Manuf_0046,Manuf_0606
20585,36,Manuf_0046,Manuf_0614
20586,36,Manuf_0046,Manuf_0620
20587,36,Manuf_0046,Manuf_0623
20588,36,Manuf_0046,Manuf_0624
20589,36,Manuf_0046,Manuf_0626
20590,36,Manuf_0046,Manuf_0636
20591,36,Manuf_0046,Manuf_0643
20592,36,Manuf_0046,Manuf_0651
20593,36,Manuf_0046,Manuf_0652
20594,36,Manuf_0046,Retail_0046
20595,36,Manuf_0047,Retail_0047
20596,36,Manuf_0048,Manuf_0610
20597,36,Manuf_0048,Manuf_0621
20598,36,Manuf_0048,Manuf_0625
20599,36,Manuf_0048,Manuf_0647
20600,36,Manuf_0048,Retail_0048
20601,36,Manuf_0049,Manuf_0596
20602,36,Manuf_0049,Retail_0049
20603,36,Manuf_0050,Retail_0050
20604,36,Manuf_0051,Manuf_0597
20605,36,Manuf_0051,Retail_0051
20606,36,Manuf_0052,Manuf_0590
20607,36,Manuf_0052,Manuf_0653
20608,36,Manuf_0052,Retail_0052
20609,36,Manuf_0053,Manuf_0615
20610,36,Manuf_0053,Manuf_0638
20611,36,Manuf_0053,Manuf_0649
20612,36,Manuf_0053,Retail_0053
20613,36,Manuf_0054,Manuf_0591
20614,36,Manuf_0054,Manuf_0630
20615,36,Manuf_0054,Manuf_0635
20616,36,Manuf_0054,Manuf_0640
20617,36,Manuf_0054,Manuf_0646
20618,36,Manuf_0054,Manuf_0648
20619,36,Manuf_0054,Retail_0054
20620,36,Manuf_0055,Manuf_0628
20621,36,Manuf_0055,Manuf_0645
20622,36,Manuf_0055,Retail_0055
20623,36,Manuf_0056,Retail_0056
20624,36,Manuf_0057,Retail_0057
20625,36,Manuf_0058,Retail_0058
20626,36,Manuf_0059,Retail_0059
20627,36,Manuf_0060,Retail_0060
20628,36,Manuf_0061,Retail_0061
20629,36,Manuf_0062,Retail_0062
20630,36,Manuf_0063,Retail_0063
20631,36,Manuf_0064,Retail_0064
20632,36,Manuf_0065,Manuf_0659
20633,36,Manuf_0065,Manuf_0665
20634,36,Manuf_0065,Manuf_0669
20635,36,Manuf_0065,Manuf_0672
20636,36,Manuf_0065,Retail_0065
20637,36,Manuf_0066,Retail_0066
20638,36,Manuf_0067,Retail_0067
20639,36,Manuf_0068,Retail_0068
20640,36,Manuf_0069,Retail_0069
20641,36,Manuf_0070,Retail_0070
20642,36,Manuf_0071,Retail_0071
20643,36,Manuf_0072,Retail_0072
20644,36,Manuf_0073,Retail_0073
20645,36,Manuf_0074,Manuf_0594
20646,36,Manuf_0074,Manuf_0600
20647,36,Manuf_0074,Manuf_0602
20648,36,Manuf_0074,Manuf_0603
20649,36,Manuf_0074,Manuf_0604
20650,36,Manuf_0074,Manuf_0607
20651,36,Manuf_0074,Manuf_0609
20652,36,Manuf_0074,Manuf_0611
20653,36,Manuf_0074,Manuf_0615
20654,36,Manuf_0074,Manuf_0617
20655,36,Manuf_0074,Manuf_0618
20656,36,Manuf_0074,Manuf_0622
20657,36,Manuf_0074,Manuf_0634
20658,36,Manuf_0074,Manuf_0637
20659,36,Manuf_0074,Manuf_0638
20660,36,Manuf_0074,Manuf_0649
20661,36,Manuf_0074,Manuf_0654
20662,36,Manuf_0074,Manuf_0655
20663,36,Manuf_0074,Manuf_0656
20664,36,Manuf_0074,Manuf_0657
20665,36,Manuf_0074,Manuf_0658
20666,36,Manuf_0074,Manuf_0659
20667,36,Manuf_0074,Manuf_0660
20668,36,Manuf_0074,Manuf_0661
20669,36,Manuf_0074,Manuf_0662
20670,36,Manuf_0074,Manuf_0663
20671,36,Manuf_0074,Manuf_0664
20672,36,Manuf_0074,Manuf_0665
20673,36,Manuf_0074,Manuf_0666
20674,36,Manuf_0074,Manuf_0667
20675,36,Manuf_0074,Manuf_0668
20676,36,Manuf_0074,Manuf_0669
20677,36,Manuf_0074,Manuf_0670
20678,36,Manuf_0074,Manuf_0671
20679,36,Manuf_0074,Manuf_0672
20680,36,Manuf_0074,Retail_0074
20681,36,Manuf_0075,Manuf_0591
20682,36,Manuf_0075,Manuf_0592
20683,36,Manuf_0075,Manuf_0593
20684,36,Manuf_0075,Manuf_0594
20685,36,Manuf_0075,Manuf_0600
20686,36,Manuf_0075,Manuf_0601
20687,36,Manuf_0075,Manuf_0602
20688,36,Manuf_0075,Manuf_0603
20689,36,Manuf_0075,Manuf_0604
20690,36,Manuf_0075,Manuf_0607
20691,36,Manuf_0075,Manuf_0608
20692,36,Manuf_0075,Manuf_0609
20693,36,Manuf_0075,Manuf_0611
20694,36,Manuf_0075,Manuf_0613
20695,36,Manuf_0075,Manuf_0615
20696,36,Manuf_0075,Manuf_0616
20697,36,Manuf_0075,Manuf_0618
20698,36,Manuf_0075,Manuf_0619
20699,36,Manuf_0075,Manuf_0622
20700,36,Manuf_0075,Manuf_0629
20701,36,Manuf_0075,Manuf_0630
20702,36,Manuf_0075,Manuf_0633
20703,36,Manuf_0075,Manuf_0634
20704,36,Manuf_0075,Manuf_0635
20705,36,Manuf_0075,Manuf_0637
20706,36,Manuf_0075,Manuf_0638
20707,36,Manuf_0075,Manuf_0639
20708,36,Manuf_0075,Manuf_0640
20709,36,Manuf_0075,Manuf_0641
20710,36,Manuf_0075,Manuf_0642
20711,36,Manuf_0075,Manuf_0644
20712,36,Manuf_0075,Manuf_0646
20713,36,Manuf_0075,Manuf_0648
20714,36,Manuf_0075,Manuf_0649
20715,36,Manuf_0075,Manuf_0650
20716,36,Manuf_0075,Manuf_0654
20717,36,Manuf_0075,Manuf_0655
20718,36,Manuf_0075,Manuf_0656
20719,36,Manuf_0075,Manuf_0657
20720,36,Manuf_0075,Manuf_0658
20721,36,Manuf_0075,Manuf_0659
20722,36,Manuf_0075,Manuf_0660
20723,36,Manuf_0075,Manuf_0661
20724,36,Manuf_0075,Manuf_0662
20725,36,Manuf_0075,Manuf_0663
20726,36,Manuf_0075,Manuf_0664
20727,36,Manuf_0075,Manuf_0665
20728,36,Manuf_0075,Manuf_0666
20729,36,Manuf_0075,Manuf_0667
20730,36,Manuf_0075,Manuf_0668
20731,36,Manuf_0075,Manuf_0669
20732,36,Manuf_0075,Manuf_0670
20733,36,Manuf_0075,Manuf_0671
20734,36,Manuf_0075,Manuf_0672
20735,36,Manuf_0075,Retail_0075
20736,36,Manuf_0076,Retail_0076
20737,36,Manuf_0077,Manuf_0617
20738,36,Manuf_0077,Manuf_0628
20739,36,Manuf_0077,Manuf_0645
20740,36,Manuf_0077,Retail_0077
20741,36,Manuf_0078,Retail_0078
20742,36,Manuf_0079,Manuf_0592
20743,36,Manuf_0079,Manuf_0602
20744,36,Manuf_0079,Manuf_0607
20745,36,Manuf_0079,Manuf_0611
20746,36,Manuf_0079,Manuf_0618
20747,36,Manuf_0079,Manuf_0622
20748,36,Manuf_0079,Manuf_0634
20749,36,Manuf_0079,Manuf_0637
20750,36,Manuf_0079,Manuf_0641
20751,36,Manuf_0079,Manuf_0642
20752,36,Manuf_0079,Manuf_0650
20753,36,Manuf_0079,Manuf_0664
20754,36,Manuf_0079,Manuf_0669
20755,36,Manuf_0079,Retail_0079
20756,36,Manuf_0080,Manuf_0654
20757,36,Manuf_0080,Manuf_0656
20758,36,Manuf_0080,Manuf_0660
20759,36,Manuf_0080,Manuf_0664
20760,36,Manuf_0080,Manuf_0671
20761,36,Manuf_0080,Retail_0080
20762,36,Manuf_0081,Retail_0081
20763,36,Manuf_0082,Retail_0082
20764,36,Manuf_0083,Manuf_0660
20765,36,Manuf_0083,Retail_0083
20766,36,Manuf_0084,Retail_0084
20767,36,Manuf_0085,Retail_0085
20768,36,Manuf_0086,Manuf_0591
20769,36,Manuf_0086,Manuf_0592
20770,36,Manuf_0086,Manuf_0593
20771,36,Manuf_0086,Manuf_0594
20772,36,Manuf_0086,Manuf_0600
20773,36,Manuf_0086,Manuf_0601
20774,36,Manuf_0086,Manuf_0603
20775,36,Manuf_0086,Manuf_0604
20776,36,Manuf_0086,Manuf_0607
20777,36,Manuf_0086,Manuf_0608
20778,36,Manuf_0086,Manuf_0609
20779,36,Manuf_0086,Manuf_0611
20780,36,Manuf_0086,Manuf_0613
20781,36,Manuf_0086,Manuf_0615
20782,36,Manuf_0086,Manuf_0616
20783,36,Manuf_0086,Manuf_0619
20784,36,Manuf_0086,Manuf_0629
20785,36,Manuf_0086,Manuf_0630
20786,36,Manuf_0086,Manuf_0633
20787,36,Manuf_0086,Manuf_0638
20788,36,Manuf_0086,Manuf_0639
20789,36,Manuf_0086,Manuf_0640
20790,36,Manuf_0086,Manuf_0641
20791,36,Manuf_0086,Manuf_0642
20792,36,Manuf_0086,Manuf_0644
20793,36,Manuf_0086,Manuf_0646
20794,36,Manuf_0086,Manuf_0648
20795,36,Manuf_0086,Manuf_0649
20796,36,Manuf_0086,Manuf_0650
20797,36,Manuf_0086,Manuf_0664
20798,36,Manuf_0086,Manuf_0671
20799,36,Manuf_0086,Retail_0086
20800,36,Manuf_0087,Manuf_0617
20801,36,Manuf_0087,Retail_0087
20802,36,Manuf_0088,Retail_0088
20803,36,Manuf_0089,Manuf_0656
20804,36,Manuf_0089,Retail_0089
20805,36,Manuf_0090,Retail_0090
20806,36,Manuf_0091,Retail_0091
20807,36,Manuf_0092,Manuf_0654
20808,36,Manuf_0092,Manuf_0655
20809,36,Manuf_0092,Manuf_0657
20810,36,Manuf_0092,Manuf_0658
20811,36,Manuf_0092,Manuf_0659
20812,36,Manuf_0092,Manuf_0660
20813,36,Manuf_0092,Manuf_0661
20814,36,Manuf_0092,Manuf_0662
20815,36,Manuf_0092,Manuf_0663
20816,36,Manuf_0092,Manuf_0664
20817,36,Manuf_0092,Manuf_0665
20818,36,Manuf_0092,Manuf_0666
20819,36,Manuf_0092,Manuf_0667
20820,36,Manuf_0092,Manuf_0668
20821,36,Manuf_0092,Manuf_0669
20822,36,Manuf_0092,Manuf_0670
20823,36,Manuf_0092,Manuf_0671
20824,36,Manuf_0092,Manuf_0672
20825,36,Manuf_0092,Retail_0092
20826,36,Manuf_0093,Retail_0093
20827,36,Manuf_0094,Manuf_0654
20828,36,Manuf_0094,Manuf_0655
20829,36,Manuf_0094,Manuf_0657
20830,36,Manuf_0094,Manuf_0658
20831,36,Manuf_0094,Manuf_0659
20832,36,Manuf_0094,Manuf_0660
20833,36,Manuf_0094,Manuf_0661
20834,36,Manuf_0094,Manuf_0662
20835,36,Manuf_0094,Manuf_0663
20836,36,Manuf_0094,Manuf_0665
20837,36,Manuf_0094,Manuf_0666
20838,36,Manuf_0094,Manuf_0667
20839,36,Manuf_0094,Manuf_0670
20840,36,Manuf_0094,Manuf_0671
20841,36,Manuf_0094,Manuf_0672
20842,36,Manuf_0094,Retail_0094
20843,36,Manuf_0095,Manuf_0591
20844,36,Manuf_0095,Manuf_0592
20845,36,Manuf_0095,Manuf_0593
20846,36,Manuf_0095,Manuf_0594
20847,36,Manuf_0095,Manuf_0600
20848,36,Manuf_0095,Manuf_0601
20849,36,Manuf_0095,Manuf_0603
20850,36,Manuf_0095,Manuf_0604
20851,36,Manuf_0095,Manuf_0607
20852,36,Manuf_0095,Manuf_0608
20853,36,Manuf_0095,Manuf_0609
20854,36,Manuf_0095,Manuf_0613
20855,36,Manuf_0095,Manuf_0616
20856,36,Manuf_0095,Manuf_0617
20857,36,Manuf_0095,Manuf_0619
20858,36,Manuf_0095,Manuf_0629
20859,36,Manuf_0095,Manuf_0630
20860,36,Manuf_0095,Manuf_0633
20861,36,Manuf_0095,Manuf_0635
20862,36,Manuf_0095,Manuf_0639
20863,36,Manuf_0095,Manuf_0640
20864,36,Manuf_0095,Manuf_0641
20865,36,Manuf_0095,Manuf_0644
20866,36,Manuf_0095,Manuf_0646
20867,36,Manuf_0095,Manuf_0648
20868,36,Manuf_0095,Manuf_0650
20869,36,Manuf_0095,Retail_0095
20870,36,Manuf_0096,Manuf_0655
20871,36,Manuf_0096,Manuf_0657
20872,36,Manuf_0096,Manuf_0658
20873,36,Manuf_0096,Manuf_0659
20874,36,Manuf_0096,Manuf_0661
20875,36,Manuf_0096,Manuf_0662
20876,36,Manuf_0096,Manuf_0663
20877,36,Manuf_0096,Manuf_0664
20878,36,Manuf_0096,Manuf_0665
20879,36,Manuf_0096,Manuf_0666
20880,36,Manuf_0096,Manuf_0667
20881,36,Manuf_0096,Manuf_0669
20882,36,Manuf_0096,Manuf_0670
20883,36,Manuf_0096,Manuf_0671
20884,36,Manuf_0096,Manuf_0672
20885,36,Manuf_0096,Retail_0096
20886,36,Manuf_0097,Retail_0097
20887,36,Manuf_0098,Retail_0098
20888,36,Manuf_0099,Retail_0099
20889,36,Manuf_0100,Manuf_0654
20890,36,Manuf_0100,Manuf_0655
20891,36,Manuf_0100,Manuf_0657
20892,36,Manuf_0100,Manuf_0664
20893,36,Manuf_0100,Manuf_0666
20894,36,Manuf_0100,Manuf_0671
20895,36,Manuf_0100,Retail_0100
20896,36,Manuf_0101,Retail_0101
20897,36,Manuf_0102,Retail_0102
20898,36,Manuf_0103,Manuf_0592
20899,36,Manuf_0103,Manuf_0593
20900,36,Manuf_0103,Manuf_0594
20901,36,Manuf_0103,Manuf_0600
20902,36,Manuf_0103,Manuf_0601
20903,36,Manuf_0103,Manuf_0602
20904,36,Manuf_0103,Manuf_0603
20905,36,Manuf_0103,Manuf_0604
20906,36,Manuf_0103,Manuf_0607
20907,36,Manuf_0103,Manuf_0608
20908,36,Manuf_0103,Manuf_0609
20909,36,Manuf_0103,Manuf_0611
20910,36,Manuf_0103,Manuf_0613
20911,36,Manuf_0103,Manuf_0616
20912,36,Manuf_0103,Manuf_0617
20913,36,Manuf_0103,Manuf_0618
20914,36,Manuf_0103,Manuf_0619
20915,36,Manuf_0103,Manuf_0622
20916,36,Manuf_0103,Manuf_0629
20917,36,Manuf_0103,Manuf_0633
20918,36,Manuf_0103,Manuf_0634
20919,36,Manuf_0103,Manuf_0637
20920,36,Manuf_0103,Manuf_0639
20921,36,Manuf_0103,Manuf_0641
20922,36,Manuf_0103,Manuf_0642
20923,36,Manuf_0103,Manuf_0644
20924,36,Manuf_0103,Manuf_0650
20925,36,Manuf_0103,Retail_0103
20926,36,Manuf_0104,Manuf_0591
20927,36,Manuf_0104,Manuf_0615
20928,36,Manuf_0104,Manuf_0628
20929,36,Manuf_0104,Manuf_0630
20930,36,Manuf_0104,Manuf_0635
20931,36,Manuf_0104,Manuf_0638
20932,36,Manuf_0104,Manuf_0640
20933,36,Manuf_0104,Manuf_0645
20934,36,Manuf_0104,Manuf_0646
20935,36,Manuf_0104,Manuf_0648
20936,36,Manuf_0104,Manuf_0649
20937,36,Manuf_0104,Retail_0104
20938,36,Manuf_0105,Retail_0105
20939,36,Manuf_0106,Manuf_0592
20940,36,Manuf_0106,Manuf_0593
20941,36,Manuf_0106,Manuf_0594
20942,36,Manuf_0106,Manuf_0600
20943,36,Manuf_0106,Manuf_0601
20944,36,Manuf_0106,Manuf_0602
20945,36,Manuf_0106,Manuf_0603
20946,36,Manuf_0106,Manuf_0604
20947,36,Manuf_0106,Manuf_0607
20948,36,Manuf_0106,Manuf_0608
20949,36,Manuf_0106,Manuf_0609
20950,36,Manuf_0106,Manuf_0611
20951,36,Manuf_0106,Manuf_0613
20952,36,Manuf_0106,Manuf_0616
20953,36,Manuf_0106,Manuf_0617
20954,36,Manuf_0106,Manuf_0618
20955,36,Manuf_0106,Manuf_0619
20956,36,Manuf_0106,Manuf_0622
20957,36,Manuf_0106,Manuf_0629
20958,36,Manuf_0106,Manuf_0634
20959,36,Manuf_0106,Manuf_0637
20960,36,Manuf_0106,Manuf_0641
20961,36,Manuf_0106,Manuf_0642
20962,36,Manuf_0106,Manuf_0656
20963,36,Manuf_0106,Manuf_0658
20964,36,Manuf_0106,Manuf_0659
20965,36,Manuf_0106,Manuf_0661
20966,36,Manuf_0106,Manuf_0662
20967,36,Manuf_0106,Manuf_0663
20968,36,Manuf_0106,Manuf_0665
20969,36,Manuf_0106,Manuf_0667
20970,36,Manuf_0106,Manuf_0669
20971,36,Manuf_0106,Manuf_0670
20972,36,Manuf_0106,Manuf_0672
20973,36,Manuf_0106,Retail_0106
20974,36,Manuf_0107,Retail_0107
20975,36,Manuf_0108,Retail_0108
20976,36,Manuf_0109,Manuf_0592
20977,36,Manuf_0109,Manuf_0593
20978,36,Manuf_0109,Manuf_0601
20979,36,Manuf_0109,Manuf_0608
20980,36,Manuf_0109,Manuf_0613
20981,36,Manuf_0109,Manuf_0616
20982,36,Manuf_0109,Manuf_0619
20983,36,Manuf_0109,Manuf_0629
20984,36,Manuf_0109,Manuf_0633
20985,36,Manuf_0109,Manuf_0639
20986,36,Manuf_0109,Manuf_0641
20987,36,Manuf_0109,Manuf_0642
20988,36,Manuf_0109,Manuf_0644
20989,36,Manuf_0109,Manuf_0650
20990,36,Manuf_0109,Retail_0109
20991,36,Manuf_0110,Manuf_0591
20992,36,Manuf_0110,Manuf_0630
20993,36,Manuf_0110,Manuf_0635
20994,36,Manuf_0110,Manuf_0640
20995,36,Manuf_0110,Manuf_0646
20996,36,Manuf_0110,Manuf_0648
20997,36,Manuf_0110,Retail_0110
20998,36,Manuf_0111,Retail_0111
20999,36,Manuf_0112,Retail_0112
21000,36,Manuf_0113,Manuf_0654
21001,36,Manuf_0113,Manuf_0656
21002,36,Manuf_0113,Manuf_0660
21003,36,Manuf_0113,Retail_0113
21004,36,Manuf_0114,Manuf_0656
21005,36,Manuf_0114,Manuf_0664
21006,36,Manuf_0114,Manuf_0669
21007,36,Manuf_0114,Retail_0114
21008,36,Manuf_0115,Manuf_0658
21009,36,Manuf_0115,Manuf_0659
21010,36,Manuf_0115,Manuf_0660
21011,36,Manuf_0115,Manuf_0662
21012,36,Manuf_0115,Manuf_0663
21013,36,Manuf_0115,Manuf_0669
21014,36,Manuf_0115,Retail_0115
21015,36,Manuf_0116,Manuf_0654
21016,36,Manuf_0116,Manuf_0655
21017,36,Manuf_0116,Manuf_0656
21018,36,Manuf_0116,Manuf_0657
21019,36,Manuf_0116,Manuf_0661
21020,36,Manuf_0116,Manuf_0664
21021,36,Manuf_0116,Manuf_0665
21022,36,Manuf_0116,Manuf_0666
21023,36,Manuf_0116,Manuf_0667
21024,36,Manuf_0116,Manuf_0670
21025,36,Manuf_0116,Manuf_0671
21026,36,Manuf_0116,Manuf_0672
21027,36,Manuf_0116,Retail_0116
21028,36,Manuf_0117,Retail_0117
21029,36,Manuf_0118,Manuf_0592
21030,36,Manuf_0118,Manuf_0593
21031,36,Manuf_0118,Manuf_0594
21032,36,Manuf_0118,Manuf_0600
21033,36,Manuf_0118,Manuf_0601
21034,36,Manuf_0118,Manuf_0602
21035,36,Manuf_0118,Manuf_0603
21036,36,Manuf_0118,Manuf_0604
21037,36,Manuf_0118,Manuf_0607
21038,36,Manuf_0118,Manuf_0608
21039,36,Manuf_0118,Manuf_0609
21040,36,Manuf_0118,Manuf_0611
21041,36,Manuf_0118,Manuf_0613
21042,36,Manuf_0118,Manuf_0616
21043,36,Manuf_0118,Manuf_0617
21044,36,Manuf_0118,Manuf_0618
21045,36,Manuf_0118,Manuf_0619
