,chainId,Stage_Name,stageCost,relDepth,stageClassification,avgDemand,stdDevDemand,maxServiceTime,serviceLevel,stageTime,stdDev_stageTime,stageTime_1,stageTime_%_1,stageTime_2,stageTime_%_2,stageTime_3,stageTime_%_3,stageTime_4,stageTime_%_4,stageTime_5,stageTime_%_5,stageTime_6,stageTime_%_6,xPosition,yPosition,Unnamed: 25
7240,32,Manuf_0085,0.26,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,11904,
7241,32,Part_0026,0.26,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,6784,
7242,32,Dist_0032,0.27,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,4032,
7243,32,Dist_0042,0.27,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,5312,
7244,32,Dist_0078,0.27,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,9920,
7245,32,Dist_0108,0.27,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,13760,
7246,32,Dist_0111,0.27,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,14144,
7247,32,Manuf_0003,0.27,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,608,
7248,32,Manuf_0006,0.27,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,1088,
7249,32,Manuf_0012,0.27,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,1856,
7250,32,Manuf_0030,0.27,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,4096,
7251,32,Manuf_0065,0.27,3,Manuf,,,,,15.0,1.0,,,,,,,,,,,,,384,7904,
7252,32,Part_0023,0.27,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,5120,
7253,32,Dist_0007,0.28,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,832,
7254,32,Dist_0070,0.28,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,8896,
7255,32,Dist_0073,0.28,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,9280,
7256,32,Manuf_0057,0.28,3,Manuf,,,,,15.0,1.0,,,,,,,,,,,,,384,6976,
7257,32,Manuf_0096,0.28,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,14240,
7258,32,Manuf_0165,0.28,2,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,576,6400,
7259,32,Part_0015,0.28,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,3392,
7260,32,Part_0022,0.28,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,4000,
7261,32,Dist_0010,0.29,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,1216,
7262,32,Dist_0011,0.29,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,1344,
7263,32,Dist_0022,0.29,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,2752,
7264,32,Dist_0053,0.29,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,6720,
7265,32,Dist_0074,0.29,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,9408,
7266,32,Dist_0096,0.29,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,12224,
7267,32,Manuf_0005,0.29,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,832,
7268,32,Manuf_0043,0.29,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,5408,
7269,32,Manuf_0064,0.29,3,Manuf,,,,,15.0,1.0,,,,,,,,,,,,,384,7744,
7270,32,Manuf_0099,0.29,2,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,576,416,
7271,32,Part_0001,0.29,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,208,128,
7272,32,Dist_0008,0.3,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,960,
7273,32,Dist_0037,0.3,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,4672,
7274,32,Dist_0061,0.3,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,7744,
7275,32,Dist_0089,0.3,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,11328,
7276,32,Manuf_0111,0.3,2,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,576,1856,
7277,32,Part_0049,0.3,2,Part,,,,,21.0,3.0,,,,,,,,,,,,,576,224,
7278,32,Dist_0003,0.31,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,320,
7279,32,Dist_0005,0.31,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,576,
7280,32,Dist_0024,0.31,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,3008,
7281,32,Dist_0043,0.31,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,5440,
7282,32,Manuf_0001,0.31,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,128,
7283,32,Manuf_0104,0.31,2,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,576,960,
7284,32,Dist_0019,0.32,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,2368,
7285,32,Manuf_0037,0.32,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,4960,
7286,32,Dist_0026,0.33,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,3264,
7287,32,Dist_0058,0.33,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,7360,
7288,32,Manuf_0045,0.33,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,5856,
7289,32,Part_0012,0.33,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,2752,
7290,32,Dist_0083,0.34,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,10560,
7291,32,Dist_0092,0.34,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,11712,
7292,32,Dist_0098,0.34,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,12480,
7293,32,Part_0010,0.34,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,2496,
7294,32,Dist_0004,0.35,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,448,
7295,32,Dist_0093,0.35,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,11840,
7296,32,Dist_0104,0.35,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,13248,
7297,32,Dist_0001,0.36,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,64,
7298,32,Dist_0016,0.36,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,1984,
7299,32,Dist_0091,0.36,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,11584,
7300,32,Manuf_0022,0.36,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,3328,
7301,32,Part_0009,0.36,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,1984,
7302,32,Dist_0018,0.37,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,2240,
7303,32,Dist_0023,0.37,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,2880,
7304,32,Dist_0044,0.37,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,5568,
7305,32,Dist_0046,0.37,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,5824,
7306,32,Dist_0077,0.37,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,9792,
7307,32,Dist_0099,0.37,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,12608,
7308,32,Manuf_0110,0.37,2,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,576,1728,
7309,32,Part_0003,0.37,4,Part,,,,,9.0,3.0,,,,,,,,,,,,,192,608,
7310,32,Part_0017,0.37,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,3808,
7311,32,Part_0028,0.37,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,8864,
7312,32,Part_0172,0.37,2,Part,,,,,21.0,3.0,,,,,,,,,,,,,576,7328,
7313,32,Dist_0020,0.38,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,2496,
7314,32,Dist_0040,0.38,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,5056,
7315,32,Dist_0080,0.38,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,10176,
7316,32,Dist_0097,0.38,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,12352,
7317,32,Dist_0017,0.39,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,2112,
7318,32,Dist_0021,0.39,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,2624,
7319,32,Dist_0039,0.39,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,4928,
7320,32,Dist_0059,0.39,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,7488,
7321,32,Dist_0066,0.39,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,8384,
7322,32,Dist_0086,0.39,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,10944,
7323,32,Part_0005,0.39,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,736,
7324,32,Part_0025,0.39,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,6464,
7325,32,Part_0283,0.39,2,Part,,,,,21.0,3.0,,,,,,,,,,,,,576,13664,
7326,32,Dist_0057,0.4,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,7232,
7327,32,Dist_0013,0.41,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,1600,
7328,32,Dist_0054,0.41,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,6848,
7329,32,Dist_0075,0.41,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,9536,
7330,32,Dist_0076,0.41,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,9664,
7331,32,Part_0020,0.41,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,3936,
7332,32,Dist_0060,0.42,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,7616,
7333,32,Dist_0100,0.42,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,12736,
7334,32,Dist_0063,0.43,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,8000,
7335,32,Dist_0072,0.43,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,9152,
7336,32,Manuf_0084,0.43,3,Manuf,,,,,7.0,1.0,,,,,,,,,,,,,384,10656,
7337,32,Dist_0102,0.44,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,12992,
7338,32,Dist_0012,0.45,1,Dist,,,,,10.2,0.4,10,0.8,11,0.2,,,,,,,,,752,1472,
7339,32,Part_0018,0.45,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,3872,
7340,32,Part_0021,0.49,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,3968,
7341,32,Part_0160,0.49,2,Part,,,,,21.0,3.0,,,,,,,,,,,,,576,6624,
7342,32,Dist_0038,0.5,1,Dist,,,,,10.2,0.4,10,"0,8",11,"0,2",,,,,,,,,752,4800,
7343,32,Part_0100,0.52,2,Part,,,,,21.0,3.0,,,,,,,,,,,,,576,3136,
7344,32,Part_0248,0.56,2,Part,,,,,21.0,3.0,,,,,,,,,,,,,576,10400,
7345,32,Part_0008,0.69,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,1760,
7346,32,Part_0007,0.81,4,Part,,,,,14.0,3.0,,,,,,,,,,,,,192,1728,
7347,32,Part_0232,0.91,2,Part,,,,,21.0,3.0,,,,,,,,,,,,,576,9664,
7348,32,Part_0039,22.57,3,Part,,,,,15.0,1.0,,,,,,,,,,,,,384,6720,
7349,33,Dist_0191,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1008,16480,
7350,33,Dist_0192,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1008,16544,
7351,33,Dist_0193,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1008,16592,
7352,33,Dist_0194,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1008,16656,
7353,33,Dist_0195,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1008,16720,
7354,33,Dist_0199,0,2,Dist,85.57,93.09,6.0,0.99,0.0,,,,,,,,,,,,,,1008,16976,
7355,33,Dist_0200,0,2,Dist,67.38,111.49,6.0,0.99,0.0,,,,,,,,,,,,,,1008,17040,
7356,33,Dist_0203,0,2,Dist,50.72,78.01,6.0,0.99,0.0,,,,,,,,,,,,,,1008,17216,
7357,33,Dist_0204,0,2,Dist,126.37,249.45,6.0,0.99,0.0,,,,,,,,,,,,,,1008,17280,
7358,33,Dist_0205,0,2,Dist,237.82,286.47,6.0,0.99,0.0,,,,,,,,,,,,,,1008,17344,
7359,33,Dist_0214,0,2,Dist,949.38,479.56,6.0,0.99,0.0,,,,,,,,,,,,,,1008,17984,
7360,33,Dist_0215,0,2,Dist,563.94,180.95,6.0,0.99,0.0,,,,,,,,,,,,,,1008,18048,
7361,33,Dist_0220,0,2,Dist,702.46,344.31,6.0,0.99,0.0,,,,,,,,,,,,,,1008,18368,
7362,33,Dist_0222,0,2,Dist,297.29,197.17,6.0,0.99,0.0,,,,,,,,,,,,,,1008,18496,
7363,33,Dist_0223,0,2,Dist,363.83,308.34,6.0,0.99,0.0,,,,,,,,,,,,,,1008,18560,
7364,33,Dist_0224,0,2,Dist,396.51,366.88,6.0,0.99,0.0,,,,,,,,,,,,,,1008,18624,
7365,33,Dist_0229,0,2,Dist,117.2,265.74,6.0,0.99,0.0,,,,,,,,,,,,,,1008,19008,
7366,33,Dist_0232,0,2,Dist,233.51,436.56,6.0,0.99,0.0,,,,,,,,,,,,,,1008,19200,
7367,33,Dist_0233,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1008,19264,
7368,33,Dist_0234,0,2,Dist,225.38,308.53,6.0,0.99,0.0,,,,,,,,,,,,,,1008,19328,
7369,33,Dist_0238,0,2,Dist,113.31,192.56,6.0,0.99,0.0,,,,,,,,,,,,,,1008,19568,
7370,33,Dist_0243,0,2,Dist,26.86,49.24,6.0,0.99,0.0,,,,,,,,,,,,,,1008,19888,
7371,33,Dist_0245,0,2,Dist,19.98,35.27,6.0,0.99,0.0,,,,,,,,,,,,,,1008,20016,
7372,33,Dist_0247,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1008,20144,
7373,33,Dist_0248,0,2,Dist,12.94,65.08,6.0,0.99,0.0,,,,,,,,,,,,,,1008,20208,
7374,33,Dist_0253,0,2,Dist,169.12,167.77,6.0,0.99,0.0,,,,,,,,,,,,,,1024,80,
7375,33,Dist_0257,0,2,Dist,11.78,28.33,6.0,0.99,0.0,,,,,,,,,,,,,,1024,336,
7376,33,Dist_0259,0,2,Dist,57.31,69.67,6.0,0.99,0.0,,,,,,,,,,,,,,1024,464,
7377,33,Dist_0261,0,2,Dist,51.31,74.7,6.0,0.99,0.0,,,,,,,,,,,,,,1024,592,
7378,33,Dist_0262,0,2,Dist,49.92,69.97,6.0,0.99,0.0,,,,,,,,,,,,,,1024,656,
7379,33,Dist_0266,0,2,Dist,29.32,71.47,6.0,0.99,0.0,,,,,,,,,,,,,,1024,912,
7380,33,Dist_0271,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,1232,
7381,33,Dist_0273,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,1360,
7382,33,Dist_0275,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,1488,
7383,33,Dist_0276,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,1552,
7384,33,Dist_0280,0,2,Dist,13.94,47.15,6.0,0.99,0.0,,,,,,,,,,,,,,1024,1808,
7385,33,Dist_0281,0,2,Dist,5.91,12.85,6.0,0.99,0.0,,,,,,,,,,,,,,1024,1872,
7386,33,Dist_0282,0,2,Dist,25.35,68.06,6.0,0.99,0.0,,,,,,,,,,,,,,1024,1936,
7387,33,Dist_0283,0,2,Dist,19.26,43.02,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2000,
7388,33,Dist_0284,0,2,Dist,11.78,33.52,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2064,
7389,33,Dist_0285,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2128,
7390,33,Dist_0286,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2192,
7391,33,Dist_0287,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2256,
7392,33,Dist_0288,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2320,
7393,33,Dist_0289,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2384,
7394,33,Dist_0290,0,2,Dist,73.34,116.73,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2448,
7395,33,Dist_0291,0,2,Dist,12.2,35.01,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2512,
7396,33,Dist_0292,0,2,Dist,56.94,52.82,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2576,
7397,33,Dist_0293,0,2,Dist,73.48,99.19,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2640,
7398,33,Dist_0294,0,2,Dist,26.72,42.04,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2704,
7399,33,Dist_0296,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,2832,
7400,33,Dist_0300,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3088,
7401,33,Dist_0303,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3280,
7402,33,Dist_0304,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3344,
7403,33,Dist_0305,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3408,
7404,33,Dist_0309,0,2,Dist,153.49,88.09,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3664,
7405,33,Dist_0310,0,2,Dist,98.98,79.38,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3728,
7406,33,Dist_0311,0,2,Dist,243.15,217.45,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3792,
7407,33,Dist_0312,0,2,Dist,109.15,95.84,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3856,
7408,33,Dist_0313,0,2,Dist,142.82,110.85,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3920,
7409,33,Dist_0314,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,3984,
7410,33,Dist_0315,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4048,
7411,33,Dist_0316,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4112,
7412,33,Dist_0317,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4176,
7413,33,Dist_0318,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4240,
7414,33,Dist_0319,0,2,Dist,19.75,49.33,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4304,
7415,33,Dist_0320,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4368,
7416,33,Dist_0321,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4432,
7417,33,Dist_0322,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4496,
7418,33,Dist_0323,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4560,
7419,33,Dist_0324,0,2,Dist,374.2,308.08,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4624,
7420,33,Dist_0325,0,2,Dist,95.85,116.82,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4688,
7421,33,Dist_0326,0,2,Dist,280.05,326.87,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4752,
7422,33,Dist_0327,0,2,Dist,53.26,80.89,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4816,
7423,33,Dist_0328,0,2,Dist,190.29,147.35,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4880,
7424,33,Dist_0329,0,2,Dist,32.28,132.18,6.0,0.99,0.0,,,,,,,,,,,,,,1024,4944,
7425,33,Dist_0334,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,5264,
7426,33,Dist_0337,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,5456,
7427,33,Dist_0338,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,5520,
7428,33,Dist_0340,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,5648,
7429,33,Dist_0343,0,2,Dist,72.92,87.29,6.0,0.99,0.0,,,,,,,,,,,,,,1024,5840,
7430,33,Dist_0344,0,2,Dist,9.78,11.71,6.0,0.99,0.0,,,,,,,,,,,,,,1024,5904,
7431,33,Dist_0345,0,2,Dist,46.95,38.9,6.0,0.99,0.0,,,,,,,,,,,,,,1024,5968,
7432,33,Dist_0346,0,2,Dist,62.97,49.13,6.0,0.99,0.0,,,,,,,,,,,,,,1024,6032,
7433,33,Dist_0347,0,2,Dist,12.66,17.59,6.0,0.99,0.0,,,,,,,,,,,,,,1024,6096,
7434,33,Dist_0348,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,6160,
7435,33,Dist_0353,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,6480,
7436,33,Dist_0356,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,6672,
7437,33,Dist_0357,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,6736,
7438,33,Dist_0358,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,6800,
7439,33,Dist_0362,0,2,Dist,49.42,256.78,6.0,0.99,0.0,,,,,,,,,,,,,,1024,7056,
7440,33,Dist_0367,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,7376,
7441,33,Dist_0370,0,2,Dist,12.6,179.3,6.0,0.99,0.0,,,,,,,,,,,,,,1024,7568,
7442,33,Dist_0371,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,7632,
7443,33,Dist_0372,0,2,Dist,8.94,24.35,6.0,0.99,0.0,,,,,,,,,,,,,,1024,7696,
7444,33,Dist_0376,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,7952,
7445,33,Dist_0377,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8016,
7446,33,Dist_0378,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8080,
7447,33,Dist_0379,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8144,
7448,33,Dist_0380,0,2,Dist,0.0,0.0,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8208,
7449,33,Dist_0381,0,2,Dist,78.74,68.69,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8272,
7450,33,Dist_0382,0,2,Dist,63.97,55.79,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8336,
7451,33,Dist_0383,0,2,Dist,154.45,117.56,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8400,
7452,33,Dist_0384,0,2,Dist,70.82,83.02,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8464,
7453,33,Dist_0385,0,2,Dist,85.94,40.9,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8528,
7454,33,Dist_0386,0,2,Dist,125.03,124.64,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8592,
7455,33,Dist_0387,0,2,Dist,16.62,27.48,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8656,
7456,33,Dist_0388,0,2,Dist,78.12,62.1,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8720,
7457,33,Dist_0389,0,2,Dist,94.17,38.28,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8784,
7458,33,Dist_0390,0,2,Dist,37.51,39.05,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8848,
7459,33,Dist_0391,0,2,Dist,44.29,47.31,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8912,
7460,33,Dist_0392,0,2,Dist,29.02,24.43,6.0,0.99,0.0,,,,,,,,,,,,,,1024,8976,
7461,33,Dist_0393,0,2,Dist,75.74,74.05,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9040,
7462,33,Dist_0394,0,2,Dist,31.31,44.41,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9104,
7463,33,Dist_0395,0,2,Dist,53.35,47.97,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9168,
7464,33,Dist_0396,0,2,Dist,82.32,64.16,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9232,
7465,33,Dist_0397,0,2,Dist,7.28,16.99,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9296,
7466,33,Dist_0398,0,2,Dist,22.83,43.55,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9360,
7467,33,Dist_0399,0,2,Dist,24.4,27.92,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9424,
7468,33,Dist_0400,0,2,Dist,29.94,24.36,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9488,
7469,33,Dist_0401,0,2,Dist,96.97,104.98,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9552,
7470,33,Dist_0402,0,2,Dist,4.42,17.62,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9616,
7471,33,Dist_0403,0,2,Dist,33.82,115.61,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9680,
7472,33,Dist_0404,0,2,Dist,10.89,37.11,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9744,
7473,33,Dist_0405,0,2,Dist,34.65,51.08,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9808,
7474,33,Dist_0406,0,2,Dist,56.52,43.97,6.0,0.99,0.0,,,,,,,,,,,,,,1024,9872,
